Prefix	Baseline	000	001	010	011	100	101	110	111
ENSG00000201750	390	326	60	2	2	0	0	0	0
ENSG00000203710	120	106	13	1	0	0	0	0	0
ENSG00000204435	193	160	31	2	0	0	0	0	0
ENSG00000204628	11	11	0	0	0	0	0	0	0
ENSG00000205795	31	30	0	1	0	0	0	0	0
ENSG00000205981	15	12	3	0	0	0	0	0	0
ENSG00000210082	54	35	19	0	0	0	0	0	0
ENSG00000212789	69	66	3	0	0	0	0	0	0
ENSG00000212994	87	51	36	0	0	0	0	0	0
ENSG00000213104	10	8	2	0	0	0	0	0	0
ENSG00000213333	46	8	38	0	0	0	0	0	0
ENSG00000213361	92	86	5	1	0	0	0	0	0
ENSG00000213402	496	446	46	2	2	0	0	0	0
ENSG00000213785	5	4	1	0	0	0	0	0	0
ENSG00000213977	23	14	9	0	0	0	0	0	0
ENSG00000214338	137	114	22	1	0	0	0	0	0
ENSG00000214366	28	17	11	0	0	0	0	0	0
ENSG00000214544	125	104	20	0	1	0	0	0	0
ENSG00000215093	16	13	3	0	0	0	0	0	0
ENSG00000215458	305	264	38	2	0	1	0	0	0
ENSG00000216802	159	135	23	0	0	1	0	0	0
ENSG00000216917	6	6	0	0	0	0	0	0	0
ENSG00000217227	29	26	3	0	0	0	0	0	0
ENSG00000217929	10	10	0	0	0	0	0	0	0
ENSG00000218027	1	1	0	0	0	0	0	0	0
ENSG00000223825	54	49	5	0	0	0	0	0	0
ENSG00000223908	14	13	1	0	0	0	0	0	0
ENSG00000224152	20	15	4	1	0	0	0	0	0
ENSG00000224406	136	123	9	4	0	0	0	0	0
ENSG00000224566	128	111	15	0	2	0	0	0	0
ENSG00000224688	46	34	10	1	1	0	0	0	0
ENSG00000225024	62	50	12	0	0	0	0	0	0
ENSG00000225154	34	28	6	0	0	0	0	0	0
ENSG00000225267	38	37	1	0	0	0	0	0	0
ENSG00000225892	110	107	3	0	0	0	0	0	0
ENSG00000225932	32	29	3	0	0	0	0	0	0
ENSG00000225972	14	5	9	0	0	0	0	0	0
ENSG00000225976	3	3	0	0	0	0	0	0	0
ENSG00000226085	412	326	83	1	1	0	1	0	1
ENSG00000226099	34	34	0	0	0	0	0	0	0
ENSG00000226143	64	56	7	0	1	0	0	0	0
ENSG00000226525	95	84	10	1	0	0	0	0	0
ENSG00000226642	156	129	25	1	0	1	0	0	0
ENSG00000226774	118	84	34	0	0	0	0	0	0
ENSG00000226781	46	34	11	1	0	0	0	0	0
ENSG00000226853	21	18	2	1	0	0	0	0	0
ENSG00000227280	10	6	4	0	0	0	0	0	0
ENSG00000227368	27	20	7	0	0	0	0	0	0
ENSG00000227541	7	6	1	0	0	0	0	0	0
ENSG00000227778	16	12	4	0	0	0	0	0	0
ENSG00000228046	54	41	12	1	0	0	0	0	0
ENSG00000228125	12	12	0	0	0	0	0	0	0
ENSG00000228169	37	21	14	2	0	0	0	0	0
ENSG00000228184	60	60	0	0	0	0	0	0	0
ENSG00000228449	9	9	0	0	0	0	0	0	0
ENSG00000228532	53	43	10	0	0	0	0	0	0
ENSG00000229119	63	50	12	1	0	0	0	0	0
ENSG00000229162	154	137	16	0	1	0	0	0	0
ENSG00000229358	86	17	67	0	2	0	0	0	0
ENSG00000229877	40	20	19	1	0	0	0	0	0
ENSG00000230221	7	7	0	0	0	0	0	0	0
ENSG00000230629	159	150	8	1	0	0	0	0	0
ENSG00000231093	22	13	9	0	0	0	0	0	0
ENSG00000231242	75	63	12	0	0	0	0	0	0
ENSG00000231397	5	3	2	0	0	0	0	0	0
ENSG00000231419	602	506	94	2	0	0	0	0	0
ENSG00000231651	49	45	3	1	0	0	0	0	0
ENSG00000232151	37	32	5	0	0	0	0	0	0
ENSG00000232157	23	12	10	1	0	0	0	0	0
ENSG00000232187	52	47	5	0	0	0	0	0	0
ENSG00000232713	15	15	0	0	0	0	0	0	0
ENSG00000232848	82	70	10	2	0	0	0	0	0
ENSG00000233111	59	51	6	0	2	0	0	0	0
ENSG00000233144	10	10	0	0	0	0	0	0	0
ENSG00000233778	93	62	31	0	0	0	0	0	0
ENSG00000234253	103	92	10	0	1	0	0	0	0
ENSG00000234259	33	31	2	0	0	0	0	0	0
ENSG00000234377	10	7	3	0	0	0	0	0	0
ENSG00000235027	12	9	2	1	0	0	0	0	0
ENSG00000235165	24	13	11	0	0	0	0	0	0
ENSG00000235423	52	45	5	1	1	0	0	0	0
ENSG00000235545	77	51	26	0	0	0	0	0	0
ENSG00000235938	14	13	1	0	0	0	0	0	0
ENSG00000236140	21	15	6	0	0	0	0	0	0
ENSG00000236234	13	12	1	0	0	0	0	0	0
ENSG00000236243	10	9	1	0	0	0	0	0	0
ENSG00000236601	34	33	1	0	0	0	0	0	0
ENSG00000236609	408	327	78	3	0	0	0	0	0
ENSG00000237484	16	14	2	0	0	0	0	0	0
ENSG00000237730	14	8	6	0	0	0	0	0	0
ENSG00000237732	32	29	1	1	1	0	0	0	0
ENSG00000237794	109	87	22	0	0	0	0	0	0
ENSG00000237796	131	114	14	0	2	1	0	0	0
ENSG00000237821	38	26	8	2	2	0	0	0	0
ENSG00000237876	58	52	4	2	0	0	0	0	0
ENSG00000238081	151	139	10	2	0	0	0	0	0
